221	6383	1
117	3434	1
119	4038	20
12	4805	9
313	2709	11
13	2000	1
3266	1189	6
14	5033	16
110	7680	37
155	5917	10
4460	6913	0
116	4652	30
107	4304	16
102	8455	2
456	7653	5
157	5018	1
101	9068	8
112	5590	1
115	2794	25
2094	2275	2
105	3396	9
122	5021	13
15609	4833	14
8037	9839	5
117	6284	1
104	7944	13
12	6131	38
111	603	11
104	9678	19
122	1155	32
806	2718	6
4130	9126	5
210	350	11
102	9352	22
202	1353	11
111	1005	32
352	1509	21
312	1614	18
103	4001	9
2021	2016	17
122	9077	6
106	8633	1
126	5631	6
6482	9960	21
102	9132	24
102	967	11
118	5120	15
127	125	0
2035	1203	13
112	218	13
451	7788	28
124	6168	30
121	6788	2
102	1777	36
103	1828	6
139	1911	5
112	4275	25
107	9747	5
114	325	22
172	5694	1
213	7685	14
109	3763	3
14	3616	19
167	3461	18
116	8140	9
109	1426	6
111	4702	5
14	9800	25
183	8168	13
168	3240	2
125	5616	21
102	9473	16
14	5706	30
860	2902	32
610	4433	3
236	6635	22
101	1344	31
14	7634	32
2143	6627	1
101	7688	14
115	8652	21
1151	7199	0
111	403	27
1351	2433	41
104	4143	26
102	1742	9
2617	9825	1
102	5954	1
113	9207	4
15174	861	2
206	2324	7
209	4716	40
150	2190	3
2208	2263	14
127	698	0
138	9150	18
101	3054	14
12	1294	5
14	2100	32
326	673	20
3323	7973	13
107	9429	17
16	6392	2
388	6557	27
111	1528	7
102	2436	16
109	8433	3
116	8194	1
116	3206	21
101	9514	24
14	2676	34
122	5104	3
106	1691	18
254	7812	1
110	3353	14
184	8808	0
101	8961	6
490	456	6
119	7270	4
114	8617	7
113	3954	4
123	1494	15
124	8793	2
110	594	3
927	1258	19
110	8446	16
106	7509	21
14	1565	51
3301	9047	22
514	5850	23
4773	384	20
119	8680	14
193	7728	7
12	6990	2
117	5485	2
759	4141	22
162	6226	15
114	9376	5
123	3120	10
123	5789	7
146	4653	9
106	7956	3
105	4749	8
263	9076	24
115	2112	23
105	9066	19
116	5385	4
102	6085	3
107	6938	13
708	1871	6
323	8993	28
341	4774	21
106	9246	7
105	9027	21
170	1541	0
426	8341	19
58	1034	12
146	5578	13
879	2746	2
101	1967	13
2151	6207	29
185	6528	20
104	232	10
199	616	4
215	1898	1
14	6575	23
111	6015	21
124	313	11
2046	3391	11
16334	4623	34
135	7877	0
220	2607	1
459	1150	7
210	8210	26
120	3210	28
320	4658	11
121	8850	35
102	5549	19
16	9567	14
136	3718	8
114	9353	3
109	2801	25
581	782	15
14	7938	31
4942	6647	8
150	5102	0
107	8563	3
163	2460	20
117	7330	1
115	4674	10
106	9046	19
128	5407	24
14	6261	38
2837	4009	9
101	7087	8
256	2209	23
108	7071	1
135	8431	0
110	5177	15
3672	8539	0
1796	4059	23
12	8835	6
993	1919	19
104	5027	2
109	1688	8
123	9776	16
13403	5279	2
102	6596	2
104	7849	25
115	1601	22
105	7308	9
338	9447	3
170	1218	0
121	5252	23
157	4666	1
104	3200	15
107	8343	11
104	5677	2
345	8231	7
125	2811	10
1448	1909	4
264	5593	25
112	8699	18
128	2173	3
7880	8783	22
124	3829	4
106	9596	25
221	6479	1
344	2191	0
12	6212	12
351	4296	3
14	33	18
1039	2679	4
1687	7058	16
440	1701	10
14	3371	9
103	7810	17
108	7697	1
1819	5360	19
1894	111	18
137	7245	14
108	7382	1
1615	8290	20
119	9089	10
112	7568	4
116	6187	13
109	629	2
14	1229	12
197	7392	15
111	7057	6
2063	7189	26
14	3313	56
180	3809	9
149	9934	13
101	5037	5
104	1382	10
102	5193	27
9741	7107	0
125	4082	8
147	2854	0
205	3316	19
103	7947	23
1196	9439	7
216	8969	7
12	8522	2
644	6233	28
371	3671	1
580	2286	14
104	9164	11
102	9071	18
2447	6127	23
527	9468	21
105	8528	32
1653	9472	20
476	1870	7
12	1355	25
3954	8661	1
5317	328	8
12	1198	5
14	3674	34
137	6219	28
117	4128	8
127	794	0
104	4202	6
113	6516	6
114	6084	22
7337	9746	37
5846	2920	6
14	6468	15
111	4186	15
1420	6095	1
127	477	0
133	7027	34
187	8832	2
104	7746	1
588	3221	20
758	2308	31
322	7174	2
14033	9454	10
12	6117	13
137	33	17
238	1794	26
672	3618	11
103	1221	16
107	2770	13
114	8334	5
114	5799	28
2236	5355	8
207	5777	18
119	5103	23
2383	9303	5
209	5181	7
103	330	4
12872	4801	14
126	8658	21
119	7909	12
107	4671	2
14	3520	17
102	3948	4
14564	4955	3
2233	195	28
756	2310	36
113	250	3
107	8765	5
190	6359	0
13851	2446	8
1994	2037	3
15421	7034	48
294	7553	0
122	6162	12
105	2596	15
103	1220	4
101	9154	12
156	8127	4
136	68	3
3041	5387	0
104	1711	14
116	8072	1
2461	1439	14
254	6701	3
101	4196	1
1086	9324	8
106	4699	4
14	5054	47
454	8242	42
12	1803	27
115	6049	4
3231	3453	15
2047	9909	13
185	7424	16
111	5588	15
113	7418	6
107	5266	10
14	8231	15
16	6488	2
205	4298	47
113	8215	6
227	2298	8
105	2587	34
863	3922	11
492	5831	15
727	7808	30
138	5587	3
105	6282	27
214	6435	14
102	8495	16
5716	2801	15
2190	9416	11
129	1855	6
4971	5006	20
113	573	3
104	2	6
125	337	12
1723	9686	15
673	3046	12
134	1509	22
4402	5700	0
21	258	15
109	8723	4
115	673	9
5421	3764	13
12	2371	7
106	1436	9
145	4244	37
122	1717	18
3870	93	1
4564	731	11
5450	5150	12
113	7122	9
118	4623	2
2861	4914	9
116	8353	16
104	2436	24
276	3089	19
539	9842	21
101	9609	9
103	4867	9
105	357	17
117	5448	5
101	7850	11
101	6500	9
115	8780	12
103	4548	9
14	4952	34
12	5443	2
494	1217	12
319	4921	6
4546	8146	39
12567	2605	23
131	4347	36
951	1520	14
102	9857	9
1788	711	24
130	5545	13
13290	6676	6
109	766	1
105	6827	22
403	1495	24
5030	8382	40
12	7149	19
102	6292	36
110	3388	9
143	6228	0
104	2279	18
14	6027	17
102	4841	6
1789	6840	19
502	340	13
109	7159	6
14	6785	10
107	8147	20
101	1828	14
211	3193	11
308	8007	29
246	8107	34
1449	7030	19
105	6414	8
12	9381	13
119	8971	29
121	7106	15
105	2526	39
111	8669	15
102	2564	9
10068	8560	0
107	8347	10
246	7927	5
2987	3685	26
116	9641	6
2764	1944	21
103	1478	1
234	4799	15
117	1446	19
14	4376	32
3926	7839	26
105	3341	20
207	9268	14
12	7148	7
265	6126	9
14690	2906	19
258	8977	2
111	1015	10
3910	8422	7
107	4925	7
102	1359	4
1641	7404	0
165	9406	19
113	7772	9
111	304	10
107	3452	20
125	336	24
102	4143	18
136	4172	24
114	7654	2
9063	438	33
114	5831	7
196	7980	2
12	2370	19
103	5773	9
103	1793	1
122	7127	9
101	7402	9
106	3929	4
370	2632	35
108	6932	2
125	4094	9
183	5226	25
102	5536	6
925	5427	8
155	5523	23
102	5189	26
102	519	16
113	3002	9
14175	5288	12
668	2256	2
116	3050	18
102	1481	18
12	5728	10
106	2867	12
110	3515	11
112	5401	10
117	9390	10
158	4414	0
12	8620	15
330	4054	15
2203	5408	22
3150	5506	39
14	2912	12
101	6543	17
698	510	8
14	8339	33
108	9554	24
101	2534	5
329	5982	18
102	172	10
4600	6847	2
145	9994	3
174	8159	3
222	5632	17
1902	9178	5
107	7124	18
12	4832	14
122	8699	27
12	876	6
7964	3702	46
1189	1546	1
7584	5431	8
126	1012	17
211	5530	0
12	5644	16
4258	9544	22
192	2591	20
1577	7384	10
14	5984	9
105	7722	6
108	469	21
101	6829	13
200	5314	4
117	6766	6
113	4922	8
113	1181	30
454	8769	4
12720	4469	2
2091	5204	4
3064	8132	35
725	3727	31
112	4959	26
105	7567	24
101	2401	7
119	9942	42
111	4083	21
114	7727	6
102	9188	17
4703	2824	15
102	4611	10
104	9031	8
2679	7615	25
934	9405	9
4323	2132	0
384	8556	20
110	9437	5
106	4695	5
683	3547	15
117	6767	18
131	7239	20
115	8110	28
519	3430	3
2237	1529	5
110	2492	13
243	6075	17
258	53	3
113	9490	5
134	9161	1
266	8365	18
123	9586	23
113	850	8
16	6484	3
102	748	8
14163	5676	10
104	2187	8
1423	1910	10
106	5982	7
12	7247	11
108	6590	12
3312	7106	31
115	6061	5
131	2343	2
128	3000	6
117	8038	16
102	2665	7
102	9965	19
109	2134	2
104	6982	22
125	6934	13
124	926	16
380	7055	5
1362	7598	13
161	8661	12
108	8412	24
177	3272	0
2193	9652	5
333	8583	10
115	6901	18
502	7038	45
101	6201	21
116	2899	6
6623	4828	16
14	2867	20
160	392	21
109	7650	14
111	968	8
125	4644	18
104	1078	3
102	9470	9
104	5562	11
237	8439	1
298	6407	14
148	1816	20
143	6699	0
2480	5476	15
234	5866	5
125	6680	38
3098	5219	3
115	8818	26
101	3130	9
12	5272	8
101	8382	29
124	3782	7
172	1943	33
200	5081	8
12	730	2
1276	8468	30
104	8247	24
819	5811	0
1115	862	3
102	2619	11
7812	5168	1
10425	592	9
526	4541	15
103	9094	35
102	9629	3
167	1279	4
120	4571	4
5744	4774	5
510	2814	25
107	4705	15
102	5535	4
975	9652	25
117	9588	20
10165	8625	0
836	501	30
209	8202	17
104	7609	18
728	9396	7
120	5018	18
109	582	1
134	9301	15
101	7074	50
4619	5936	12
106	9260	16
117	3482	8
103	8347	18
103	7571	14
4263	7241	36
723	3731	9
160	8548	4
3286	1864	28
821	4177	6
129	3939	6
17	6135	9
12	8594	25
179	6146	4
938	2925	22
1444	8629	21
103	1406	1
12	2877	19
504	7977	51
6438	6072	11
4970	941	40
102	8211	3
102	7451	31
246	713	22
227	8397	27
119	5318	35
380	7316	9
112	5990	10
219	7226	14
101	6911	1
103	8346	6
444	1765	5
158	4486	0
180	5368	5
103	7856	6
449	7871	1
173	2625	19
110	1991	18
237	7125	23
5365	1447	10
828	4324	1
11390	9368	17
239	9329	30
10186	5466	46
163	207	4
15931	4462	11
647	1680	15
126	6697	12
12	3636	17
118	8437	7
113	5152	16
113	903	6
153	8873	8
181	9595	24
12	9620	11
105	5328	9
136	8357	40
102	8390	34
1064	6647	33
129	1647	15
124	635	35
4703	9714	15
260	9285	0
153	2284	14
1648	9186	0
227	4259	6
187	3474	11
14	3671	24
12	2897	9
230	5347	18
4723	2731	14
6015	9029	2
1826	3765	12
105	7253	6
103	1271	7
120	3285	5
105	6144	35
321	8251	5
14	3892	18
14	8789	26
113	9643	17
104	49	5
14188	8064	25
105	2357	16
106	647	5
101	3159	7
106	3688	2
4434	6694	19
14670	4206	6
387	3624	20
146	1183	10
105	6492	4
103	6995	8
112	6028	6
202	4190	22
206	8589	16
891	6939	11
144	9935	8
266	5042	11
110	1963	8
126	2440	8
101	8090	25
101	6577	7
117	3888	6
975	5304	26
12	7280	9
112	9258	11
111	1579	6
5514	1276	20
261	3313	35
11211	1684	5
210	6221	9
103	7205	37
1221	2586	23
2600	1621	9
12	8925	11
113	9462	34
141	4079	0
265	8752	2
110	5223	2
115	2225	10
104	9215	8
155	9071	0
120	6672	13
21	7924	12
753	7542	38
105	7479	24
236	2548	29
106	7055	22
105	3422	12
931	1373	11
519	3416	21
106	2337	2
110	4009	5
117	4245	29
103	9948	22
151	6706	14
499	4299	0
14	9637	33
2530	4244	10
1659	792	15
7682	6712	1
7301	5817	18
105	9124	35
1216	2074	8
109	554	27
113	5323	8
119	3355	17
101	5593	2
12	1626	6
1608	5942	32
2327	2231	5
114	9431	14
134	7515	1
116	6709	2
118	8799	9
577	2100	19
125	4648	19
14	4215	4
104	1082	2
102	8145	10
102	690	5
14	5724	26
675	2650	18
13230	1091	12
101	8187	22
8	3554	22
401	2821	4
596	6680	5
135	7805	0
57	9681	0
101	3986	2
3195	383	15
110	6988	20
794	6982	24
109	9356	27
104	7382	25
132	2045	2
107	8360	9
2715	9402	29
15868	2359	2
112	5640	21
105	5113	18
12	3641	4
14	771	33
108	3078	1
115	1086	22
387	6638	13
156	1927	5
103	9786	27
148	3863	12
6473	3670	22
170	1146	0
101	9310	2
3547	1916	0
107	2240	3
102	3902	8
107	7810	9
102	9146	28
145	9618	26
125	8100	30
1001	3948	35
1497	4728	18
21	1215	12
104	2486	15
14	152	6
112	6753	4
105	2514	9
497	8110	12
15304	8200	27
138	3663	8
110	9347	8
119	9150	8
2482	6926	19
135	8279	0
5036	4515	31
150	4950	0
790	2799	31
104	7248	15
104	7070	13
978	8881	5
11226	3426	5
116	5371	8
109	1412	2
138	8818	39
101	8060	20
103	3667	5
141	4138	0
115	1821	30
101	5213	17
5337	9434	13
966	1544	6
12	16	23
139	5448	23
266	5574	35
892	8465	4
578	235	35
114	9398	1
320	4621	9
145	2290	6
341	4337	7
12	6396	12
146	9234	20
5493	4458	9
179	7268	13
223	4218	17
741	8375	43
111	6934	43
6	4341	11
182	2399	7
108	9774	9
297	4010	1
12417	2512	10
215	7123	16
7009	4244	7
2247	4824	20
208	6976	0
116	7742	5
104	7604	7
268	8957	7
159	2592	0
1775	3597	2
102	3227	22
142	7023	3
4779	5604	12
120	6011	25
107	9411	21
147	2974	0
114	917	6
111	5218	11
199	2993	3
359	6801	34
468	2583	17
186	2782	2
259	136	10
271	9049	18
105	464	4
5056	6926	31
200	3347	24
509	9521	2
3364	8858	31
14	955	14
150	5151	0
153	8869	9
102	2614	30
130	573	24
118	7130	4
155	7239	5
104	7474	17
120	4881	17
575	3664	3
105	7959	1
4872	8647	12
112	5641	1
101	4273	15
105	5587	24
103	3441	25
205	4705	26
685	1481	21
1825	6303	1
127	930	0
194	9959	13
260	9289	1
347	1369	0
14	3810	34
230	8327	28
115	4084	11
1357	8646	17
299	4431	4
106	9640	3
1706	1988	13
103	145	14
4699	8503	31
181	3443	9
2351	2668	2
234	2351	5
110	3557	6
303	2277	26
121	531	19
154	2699	5
106	2925	1
193	3619	13
577	7430	38
698	7947	26
108	7655	7
101	4408	9
103	3320	31
112	8268	2
120	941	36
15573	3154	17
381	3218	21
114	7486	25
145	7195	22
545	2877	4
165	225	5
107	7142	5
277	7785	27
108	800	2
104	709	41
12	9914	22
138	3301	6
1044	7406	7
831	3112	34
130	3142	40
105	89	2
153	1940	47
107	8836	17
109	224	14
11428	4193	20
4021	8213	21
129	8932	3
103	7785	38
1524	7296	3
345	5075	6
104	4629	6
127	357	0
5769	5273	0
107	2091	27
2403	8122	21
2241	9312	18
108	7117	13
109	8818	36
121	7251	20
173	1387	17
101	8507	26
320	299	15
510	2137	2
125	3203	12
114	3251	5
104	8279	3
686	2699	16
5377	550	15
14	9331	17
16417	3991	3
12	2623	22
101	2517	6
1053	7118	1
3682	9000	8
9304	5842	0
111	5135	5
1168	9632	7
2808	1025	13
111	1126	17
251	7289	2
14	407	22
220	3280	5
104	186	6
104	1908	4
4692	3532	12
104	7641	9
129	5643	14
188	9290	12
119	1323	36
6425	7847	33
105	1204	8
15238	825	3
101	3292	4
149	1207	16
13262	3835	28
102	5146	3
109	2886	9
104	6579	1
958	1366	6
104	1232	14
101	2230	12
614	9922	23
416	872	20
7684	9774	33
105	2586	25
1144	8667	29
128	2793	27
2376	3035	9
119	3351	16
1765	731	4
198	1424	12
4925	5761	8
12	7454	22
514	4234	3
104	4056	13
129	6505	5
153	3399	9
215	6195	18
123	4353	9
109	78	10
12	5654	21
154	9767	3
106	3211	17
932	1615	33
130	1993	41
124	2950	24
407	942	2
170	1498	0
106	2720	15
103	4082	17
500	8576	25
7946	1096	6
165	2699	24
150	4854	0
188	547	7
149	4031	19
152	7343	7
2411	6221	23
1346	889	30
124	4076	16
1649	6252	20
247	4392	7
106	6509	17
103	1682	2
247	7623	0
1654	3193	22
115	4509	10
103	9691	13
12	2582	16
105	404	12
135	8157	0
232	9994	25
15419	6952	10
12123	2535	18
153	7592	11
124	8435	35
109	4257	8
142	833	6
114	8023	29
790	8898	9
16605	2463	5
102	6234	20
232	4743	10
121	4464	9
961	441	2
2830	3287	3
15972	6927	12
252	4023	6
14	8128	46
276	9230	18
118	1953	36
123	5613	23
266	1941	4
109	4869	2
103	1457	10
108	6209	21
12	6782	16
124	2030	29
103	6354	5
283	1839	15
112	5059	9
382	8283	1
166	4531	29
329	6735	24
12	7253	14
710	3941	0
101	4054	10
159	2375	0
3018	239	3
14	8660	23
701	463	5
104	944	8
104	7891	7
109	5771	2
169	1170	2
102	8085	2
14	7481	23
137	7799	18
108	6656	3
105	8794	1
1368	7283	9
105	6521	3
121	280	9
123	2191	12
408	9448	23
14	1493	12
14	5209	4
111	7495	4
167	6140	5
113	6278	10
140	143	13
2445	819	23
114	9494	1
111	6222	6
109	79	30
630	1448	13
12	6904	6
9326	4738	16
164	960	3
12	7478	4
14	5434	14
1236	2996	25
253	6834	2
208	6880	0
105	6170	9
870	9339	13
105	6655	21
137	8007	47
121	4161	32
632	4126	21
109	2501	1
102	4439	9
14	2390	17
486	9830	8
114	509	22
120	1475	38
131	8282	29
137	5343	17
3995	7535	16
105	7998	7
161	7339	15
205	8002	7
12	2527	20
127	197	0
153	9958	7
104	3798	9
1191	1443	7
118	8849	22
6046	3282	3
155	5355	12
113	8584	4
102	3984	12
122	934	21
12	8497	8
101	5399	29
110	2792	14
12	7644	8
230	907	15
108	9509	19
763	7485	0
106	5615	24
2283	4448	4
106	941	18
3370	4551	13
293	4553	36
105	2554	27
3050	5841	0
587	3210	24
477	5547	39
643	9187	4
127	514	0
113	8098	4
2268	1995	25
111	1765	25
119	6929	18
101	9334	16
108	5537	2
121	9238	2
119	1943	1
120	6878	18
1200	2554	31
14	2961	17
116	1822	4
132	825	14
103	9609	46
228	7384	33
121	9546	37
178	3136	25
129	1915	33
1026	3783	16
12	3955	8
9321	9566	16
102	1938	1
14	8083	25
1131	9876	4
4150	9654	14
145	4563	19
168	703	7
106	752	33
377	8594	26
114	8465	7
445	8200	30
184	8912	0
14	4484	51
9	8335	23
149	4372	12
1099	1928	0
1486	1905	10
117	8087	13
198	3828	21
102	8822	6
104	1392	14
215	6586	20
129	1126	16
116	1496	16
711	3721	20
116	8829	1
377	8433	16
407	6929	46
3373	259	7
109	8846	3
14	9270	13
864	8802	21
14	6462	17
1000	5555	3
117	8637	13
115	1047	16
115	1522	12
121	5842	17
14	4037	32
106	4931	4
105	8759	15
458	5896	3
101	4476	1
4894	6832	43
339	7425	32
672	405	14
456	6620	21
14	2041	20
116	7476	11
109	3147	1
114	5146	2
114	9174	7
14415	9963	21
102	8981	12
3227	7143	22
115	1622	6
196	1721	22
2330	1553	0
120	4545	46
106	7661	21
566	2199	8
119	5788	11
121	3646	10
6715	8567	21
117	3998	2
110	2575	23
6687	5556	34
151	2099	10
110	3050	11
3425	3161	16
117	5334	19
108	615	27
112	6249	15
111	4962	22
120	18	16
472	2975	11
167	3710	1
181	7486	14
1336	6447	4
106	5779	38
191	9099	21
121	3452	13
151	3161	2
156	7653	3
105	2174	8
252	3800	13
106	5227	11
200	5332	0
114	4246	7
114	282	15
201	7163	11
14	1211	19
921	489	19
102	3382	3
118	6139	28
137	9347	52
422	793	28
107	3620	22
350	2917	42
125	5194	16
109	2560	4
102	798	4
204	9130	14
109	289	1
103	2538	35
10612	1877	21
144	6666	26
121	1178	8
12	8528	7
101	4792	16
11984	3489	34
119	7224	9
103	1113	3
117	5557	25
177	3432	0
154	5962	15
101	9588	21
10571	9562	1
221	9840	20
101	1311	6
679	4008	6
5062	8957	28
402	5707	16
132	2750	4
14	9112	20
104	2781	14
121	8574	15
12	3989	5
117	4154	13
2009	3064	17
250	6675	29
103	2834	14
4447	3295	27
476	1877	22
14	6907	20
1290	7898	23
192	4550	3
5990	6021	38
14	6942	8
104	5630	3
12	1780	2
12	7063	13
108	8843	10
108	9541	8
163	2063	23
104	6837	14
606	1104	2
102	8501	21
2908	2899	4
119	2106	1
12	7704	25
297	7913	2
1128	3157	18
103	1561	1
219	9791	26
133	3924	2
195	5037	9
12	3697	13
166	181	2
101	947	26
108	2210	22
101	5140	12
12	1943	8
5207	8141	19
193	745	13
101	1432	4
119	4533	16
156	803	18
2614	6300	9
101	7989	9
3042	2441	23
13063	6963	32
4052	3977	26
826	2181	10
107	9228	30
349	9722	23
107	4645	7
116	4313	9
109	8653	16
12	6480	13
14	5226	40
105	6643	20
15689	8710	24
8	9255	9
4681	6164	41
140	2054	3
111	6659	17
121	2570	32
123	705	2
102	9853	1
3219	9299	16
183	4510	7
14	9036	33
693	2777	12
12	754	16
214	6320	13
112	5676	6
108	5994	3
148	8341	23
108	2569	12
1991	4714	15
118	7217	1
641	9739	4
3147	9605	14
349	3582	7
14	2394	16
121	8127	23
179	997	5
105	8315	12
256	4183	9
124	8654	11
122	3909	19
15362	9604	10
122	5608	30
122	9153	7
4749	7070	11
120	284	20
224	305	14
114	9712	12
120	987	20
5905	6131	0
113	717	10
144	9293	20
4469	9088	1
232	5550	17
211	5701	0
131	1680	7
4907	7916	15
12	9681	23
614	3684	2
112	7072	11
103	317	15
117	9976	12
105	5488	9
196	4657	9
1258	1117	5
104	9021	22
489	1689	13
14	3155	18
343	2166	1
1992	4973	3
103	5339	15
7429	8286	20
622	4812	46
117	9079	24
13387	9246	12
14422	3142	46
12	4188	4
489	2102	8
104	5972	13
104	1752	5
109	5576	17
118	7032	1
235	4116	12
787	3245	15
140	6631	5
4279	1144	0
14	764	23
102	80	2
391	2439	17
57	5937	0
455	1105	11
173	4611	12
378	6296	9
115	9462	20
198	6129	19
102	3867	15
3959	7936	27
543	6705	9
104	690	13
463	776	13
12	5750	14
103	5338	27
101	2330	13
12	52	4
703	5177	10
105	4379	21
278	2404	20
122	7758	25
103	7710	2
110	5888	2
122	6818	7
902	9106	5
1079	9890	16
141	3663	0
456	7610	28
113	1121	22
129	9926	2
111	4553	12
2492	7810	23
6784	2389	15
9982	6405	5
108	7691	4
12	4315	6
107	9659	33
11972	291	9
330	1384	8
3807	9275	1
102	8985	13
114	9236	4
109	1667	25
104	7858	8
110	2652	32
706	8208	12
275	6375	15
5548	1978	13
104	4364	2
104	6701	7
101	4313	32
1290	8459	20
104	8427	25
545	4397	7
2667	6045	0
132	6734	13
640	2792	36
14	874	26
113	2171	22
973	6161	4
120	4645	25
101	492	19
5439	5040	27
3190	6714	20
170	1645	0
219	5952	8
1028	6143	29
115	2532	13
220	2631	1
1188	8353	19
1575	8848	16
113	6739	20
114	9441	3
167	654	13
767	506	13
522	4995	1
101	3906	2
128	1596	16
164	2291	24
101	584	25
135	7853	0
14	688	43
12	9408	24
6825	7907	9
112	505	21
800	779	3
106	4026	7
108	7159	1
135	8327	0
108	8404	3
123	5447	38
12	8939	6
154	5396	18
357	4341	24
113	3798	30
1279	1656	8
102	5890	19
191	4276	5
1878	4771	21
12	7049	18
110	4574	27
137	5893	31
148	7755	4
655	1168	15
181	3534	7
102	9380	30
116	2796	13
351	3049	6
1071	8365	8
110	4731	5
112	2777	4
263	9138	28
12	6601	16
9369	2013	23
329	2449	12
10408	9132	1
156	507	25
221	6439	1
259	6194	7
216	4430	12
115	3757	13
121	8325	12
13137	605	38
2972	2677	18
617	5333	40
1197	7801	5
107	4349	12
246	2356	18
12	7238	4
567	7162	0
103	905	30
101	4931	19
101	8108	20
137	1672	3
103	7951	13
116	7009	17
21	7974	9
1011	639	23
153	7832	9
14	3681	21
109	9107	13
14	4839	6
125	9873	8
747	8321	24
115	2048	5
465	2377	7
14	9145	38
813	6292	11
105	5350	4
2042	5799	2
203	5793	21
104	2529	13
206	4415	12
102	2370	20
