101	923	56	20.2
120	6182	4	9.94
129	547	20	7.74
244	1909	3	7.89
102	3335	12	8.62
1342	575	3	12.5
3257	164	3	7.69
1103	105	34	13.63
1772	190	4	8.46
116	1507	17	16.38
4314	185	3	10.58
467	140	17	11.55
1230	547	5	23.76
1504	112	16	12.39
1218	848	3	14.83
1916	110	15	11.56
336	4438	5	43.1
431	104	149	245.59
119	204	150	18.67
109	848	41	30.42
216	1544	5	13.12
1448	206	5	16.04
5366	104	6	7.07
1874	514	12	109.56
101	863	50	6.81
707	106	42	8.21
283	3734	3	14.14
636	124	26	12.59
211	101	373	32.5
3221	135	4	6.82
815	14	70	7.79
5330	140	3	8.76
426	1119	3	9.71
292	108	134	41.97
102	5372	6	7.02
119	154	304	77.77
4149	236	3	13.49
10496	158	3	20.46
1826	695	3	16.35
101	1075	42	9.43
641	1250	4	19.65
8620	106	4	8.12
1392	266	4	10.63
1802	448	3	12.88
419	1024	3	8.23
237	2635	4	15.63
2421	238	3	9.48
1382	358	5	20.21
216	1408	4	8.01
1037	390	3	7.67
107	10170	3	6.75
45	2026	3	14.94
3750	335	3	15.74
448	3273	4	25.92
615	1662	3	14.68
266	1723	3	7.68
395	323	8	13.6
805	380	4	10.03
196	616	7	8.13
481	432	6	14.52
792	2114	6	44.94
120	5970	6	21.89
314	343	9	15.13
106	3630	10	11.29
447	1053	5	19.69
223	218	25	29.41
416	1646	3	11.9
3867	1320	6	68.78
8	3519	9	45.29
134	119	426	12.33
2355	1862	3	24.65
104	8473	4	7.92
1706	126	9	8.81
3735	4802	4	52.54
2292	105	18	12.17
1678	131	7	7.2
114	2389	13	13.52
303	110	104	20.56
1282	1816	3	20.82
173	1519	6	13.54
6532	1177	5	59.14
21	807	9	9.93
531	1198	4	16.62
771	1164	3	15.29
200	169	54	64.58
460	764	4	13.44
1222	3333	5	48.19
104	8405	4	7.92
108	545	53	7.91
347	115	86	59.39
121	5430	4	7.63
872	122	20	8.57
6100	112	5	10.37
4806	171	6	34.76
732	185	9	14.55
163	1148	6	9.4
9377	9839	3	60.91
105	1457	30	27.17
114	2541	14	20.72
205	6798	4	27.28
2414	420	6	40.84
231	611	11	27.6
621	259	7	13.08
139	1239	7	7.02
108	425	65	7.76
203	3954	4	17.41
124	2236	8	7.63
446	268	7	10.65
200	298	18	19.49
584	387	4	7.86
369	600	5	10.65
286	1287	3	6.83
834	1078	4	20.15
537	1322	3	11.7
10130	117	3	9.33
1070	247	6	16.43
877	8150	4	48.24
109	2054	15	18.3
541	3882	3	20.13
238	1066	5	11.09
774	284	5	9.96
9	2987	11	57.24
1887	236	3	7.36
204	2974	3	8.79
315	389	6	8.1
266	1035	5	11.77
847	6027	4	41.22
3002	6	15	191.79
286	1363	9	40.76
101	1688	26	10.71
320	1473	4	13.27
494	665	4	10.58
168	2550	4	9.24
151	5970	6	39.17
120	2778	7	6.77
152	252	31	19.24
6682	2233	3	38.33
1561	318	3	8.83
107	9023	4	9
1275	343	18	121.04
5583	144	3	9.4
606	1130	3	11.49
1070	105	34	7.23
2166	164	4	8.4
8141	106	4	8.12
1449	121	17	18.81
1242	1114	3	16.61
7650	122	3	7.16
109	1918	18	18.22
3598	9	4	12.29
216	191	24	11.37
3897	162	5	19.53
1149	976	3	15.08
360	1563	3	10.11
5681	3062	6	87.56
3654	140	4	9.43
279	554	5	6.68
962	110	27	9.98
547	6136	3	24.56
101	1839	28	29.14
129	1189	11	9.12
900	581	6	26.97
1664	106	16	32.49
299	771	5	12.16
784	514	3	7.78
184	101	490	48.87
3250	135	4	6.82
325	108	135	59.54
4408	526	7	66.78
6626	554	3	26.14
6413	131	3	7.86
187	1620	6	15.59
226	480	7	7.32
7318	104	5	9.9
107	2961	12	12.16
310	274	9	8.15
1990	314	3	10.9
1057	300	8	29.76
3551	284	4	21.45
205	2073	3	6.85
105	230	239	15.63
103	6009	6	8.45
163	377	16	12.7
455	690	4	10.83
133	250	81	84.84
155	6783	3	13.55
443	380	7	15.79
105	280	193	46.52
346	254	9	9.09
164	5912	4	20.67
2607	997	3	21.24
343	4006	3	17.34
225	2610	3	9.91
175	686	10	14.63
9129	138	3	13.01
3619	1026	4	35.55
117	7109	5	15.56
637	7933	4	45.4
123	755	16	7.15
105	119	2983	139.89
176	3537	3	13.7
189	2448	4	10.74
1410	190	8	22.95
7760	122	3	7.16
3383	105	12	12.93
745	867	4	17.05
155	774	8	6.95
366	921	4	10.63
6597	208	3	17.95
6778	108	3	6.96
112	3757	8	11.14
146	1862	10	28.32
267	128	46	12.15
2595	205	3	8.18
105	183	382	19.79
1033	863	3	13.25
587	496	4	9.63
964	3361	3	23.18
3150	122	8	13.08
985	117	24	11.56
5059	104	8	15.84
139	545	29	47.85
6021	140	3	9.9
2411	106	20	40.62
1574	151	5	6.74
453	14	146	16.28
495	509	5	12.91
221	928	6	10.94
3523	106	10	8.96
970	1182	3	15.05
178	202	34	20.29
422	107	85	35.5
4080	779	4	34.14
6176	120	5	13.18
566	2659	3	17.27
8239	113	4	11.16
2497	1192	4	33.07
1458	1567	3	20.96
5162	141	3	8.07
3556	2701	8	106.72
321	490	5	7.88
102	784	56	11.6
1531	16	4	8.17
126	146	149	7.99
7344	107	5	11.25
1198	1590	3	18.9
229	118	112	24.8
775	7283	3	29.24
283	12	184	11.15
752	127	18	17.83
700	103	52	7.16
4445	8135	3	44.95
224	511	10	17.87
6901	109	5	12.47
2140	12	20	12.01
975	8080	3	32.59
2843	8	4	10.48
808	306	5	12.41
234	673	6	8.96
229	279	13	13.16
10280	118	3	10.17
468	346	6	10.96
609	324	6	13.16
526	1043	31	269.32
111	9073	4	10.94
3100	397	3	15.7
9783	148	3	18.86
190	2614	4	11.9
107	10620	3	6.75
1002	362	3	7.16
58	3964	3	11.14
1729	249	3	7.19
4723	219	3	13.2
148	400	20	14.82
102	633	79	27.06
126	256	55	10.37
106	1011	39	65.07
361	456	5	8.31
137	506	16	7.58
6312	127	3	7.5
109	9607	3	7.48
1112	109	23	7.84
6912	111	5	13.67
2217	116	15	24.12
397	842	4	10.8
711	102	64	15.28
1316	924	3	15.39
2000	118	21	54.35
991	146	8	8.81
107	212	213	15.75
2505	120	8	7.97
879	118	22	7.63
6683	116	4	8.38
1780	163	5	9.71
7100	114	4	6.93
118	5541	5	9.38
332	192	17	17.21
14	541	117	7.33
127	929	28	63.43
751	950	5	24.63
1516	103	25	8.2
3918	16	3	10.59
257	1000	5	11.1
140	1492	6	7.63
159	275	26	20.63
107	262	142	10.26
356	288	10	16.7
109	9711	3	7.48
689	1355	4	20.69
225	599	26	101.29
1400	306	9	44.99
439	331	58	374.85
1516	295	3	7.91
3596	3587	4	49.21
14	362	193	14.82
251	644	6	9.9
160	3925	3	8.05
1148	327	3	7.59
2355	2232	3	26.18
103	1270	35	18.92
143	292	23	7.59
1250	709	3	13.42
185	2250	5	14.68
764	1272	5	31.81
179	1051	8	15.34
251	696	8	18.8
16	4821	3	12.77
127	1065	14	16.68
1194	668	3	12.56
1447	1176	3	18.17
3333	166	5	18.97
640	202	8	10.59
205	7725	4	32.25
233	1901	3	7.37
205	1504	6	18.44
123	166	151	35.87
175	184	36	15.94
2433	152	6	17.16
2577	116	11	13.27
1236	166	14	47.15
899	163	10	20.11
7573	207	3	17.22
1840	12	22	7.8
155	141	70	9.84
751	2680	4	28.36
366	564	5	10.13
103	3534	11	7.06
6440	109	5	7.74
668	129	18	10.42
2706	118	10	12.41
470	1113	3	9.83
1855	1845	3	23.76
4726	143	3	7.48
811	7	7	16.42
443	957	3	8.51
261	306	12	14.48
6260	285	3	19.46
2597	271	3	10.79
105	6749	5	7.81
466	1310	3	12.65
113	10039	3	8.37
495	1018	3	9.19
811	326	4	8.34
153	408	17	12.87
1007	242	7	19.23
139	1054	8	6.69
10732	146	3	18.97
175	281	24	22.78
597	702	3	8.05
1388	285	4	11.87
179	2775	7	28.41
9414	107	3	6.75
11414	114	3	8.54
180	1477	6	13.64
2930	283	3	12.27
139	986	10	10.4
725	656	7	35.68
118	1332	14	7.18
297	1718	5	19.73
120	8734	3	6.8
172	515	10	8.03
293	2310	4	16.33
9	2410	6	17.07
7696	181	3	17.6
1887	815	4	25.7
131	5766	3	6.77
355	2748	3	13.82
138	143	121	29.56
4800	474	3	21.42
661	134	23	30.45
3897	743	6	55.74
494	159	17	24.08
1239	898	3	14.83
924	2457	3	19.85
109	7670	4	9.97
5631	567	7	77.75
293	4406	3	16.28
171	5721	4	19.69
946	485	3	8.79
7696	125	3	9.67
116	6879	4	8.38
613	966	6	30.52
4508	150	3	8.89
416	476	4	6.77
8	9204	3	20.34
591	1224	3	12.51
1821	170	6	15.55
1131	4460	3	27.02
370	1845	3	11.69
5409	168	5	26.58
101	1122	49	43.03
902	520	4	15.75
2494	4416	3	32.88
348	1215	4	13.34
3544	12	11	8.53
104	5795	6	7.07
148	2363	5	9.8
110	172	242	10.43
116	794	28	12.8
138	269	30	6.88
121	9006	4	14.56
45	1	7	9.96
4334	1351	5	52.68
116	615	51	52.4
229	2521	4	15.15
132	351	38	33.08
11503	113	3	8.37
190	322	25	41.86
1583	273	11	58.28
371	988	3	7.1
5431	715	7	81.89
1863	709	4	23.63
441	1479	5	24.23
4396	2870	7	99.99
778	2214	4	26.58
792	320	10	37.29
284	462	6	8.17
1657	427	3	11.85
105	4588	9	14.07
112	2010	11	8.51
245	2213	4	14.57
356	629	13	51.96
121	330	83	49.04
1247	1385	3	18.11
628	710	7	31.84
531	2157	3	15.19
2387	307	4	17.2
170	1662	6	14.35
3073	423	3	16.3
114	1430	17	8.38
469	316	6	10.41
149	233	31	11.32
4039	318	3	16.5
128	3907	4	6.76
118	3998	6	7.21
108	3609	9	9.66
448	10621	3	31.91
3363	220	4	17.01
929	282	5	11.98
2876	241	3	11.3
764	7791	3	32.49
1764	361	4	16.94
343	1637	3	10.16
111	4286	8	13.05
6149	154	4	19.63
664	547	3	6.98
127	556	35	49.07
3892	204	8	53.43
807	575	3	8.96
296	6864	3	20.9
885	140	14	19.71
4999	872	3	25.66
2804	189	3	7.32
124	1149	17	16.7
1001	131	10	6.82
163	4348	3	9.14
362	110	72	11.47
4603	106	7	9.08
179	478	30	78.89
1604	559	4	20.53
1606	935	3	17.49
1687	101	26	8.69
213	124	78	7.96
1011	550	3	11.65
200	3377	3	10.15
242	3533	3	12.06
170	1873	5	12.27
8	523	14	15.62
103	1859	23	12.95
4296	119	6	7.65
3696	135	4	8.04
571	570	3	6.66
153	2649	5	12.5
387	2365	3	14.56
629	356	13	51.96
756	2150	3	17.69
3067	2035	3	27.83
259	3612	7	44.9
936	462	8	38.87
2196	620	12	104.69
122	2195	15	29.61
253	1742	4	12.32
422	669	4	9.7
494	2974	3	16.77
1791	224	3	6.77
514	616	5	14.9
1096	607	3	11.08
11629	110	3	8.07
978	254	4	6.93
2425	1688	5	46.9
1153	318	3	6.92
234	296	11	8.29
178	705	7	8.64
1605	270	6	23.34
367	623	7	19.66
541	8147	3	32.95
136	112	433	25.06
4390	122	7	17.58
120	876	24	13.76
1173	112	24	20.48
3120	173	3	8.84
106	498	73	18.5
102	131	1779	961.41
746	2443	3	18.43
638	1990	3	16.14
275	493	7	10.86
2753	133	5	8.18
1353	104	26	12.7
1546	1160	5	36.02
4219	101	10	10.4
240	586	6	7.74
1577	101	29	13.02
2001	532	3	14.64
1723	935	3	17.89
796	581	4	13.84
5563	104	6	7.07
377	135	24	10.82
554	471	4	8.73
106	550	96	94.51
936	514	6	26.24
1018	106	31	8.46
1131	816	3	13.66
520	101	87	28.64
102	6280	6	7.02
109	3701	8	7.38
410	507	17	75.01
912	5143	3	28.58
151	7980	3	15.16
349	108	199	358.54
2897	169	3	6.71
3434	101	12	12.49
6102	119	5	11.15
287	205	13	8.22
6765	206	3	20.07
363	133	27	9.04
143	1906	5	6.84
427	5754	3	21.74
1941	104	17	8.48
123	3676	7	14.8
1108	149	7	7.8
108	2326	12	9.46
2136	205	5	17.34
125	11091	3	13.97
251	1618	3	7.42
421	1801	3	12.1
6765	9	3	13.67
7991	126	3	9.56
653	877	20	152.82
195	2311	5	15.87
408	843	3	6.64
512	559	4	10.35
522	935	3	9.33
114	106	2627	20.71
848	122	19	7.64
3867	9436	3	48.02
214	151	32	7.81
159	1987	4	7.33
140	769	14	16.83
433	1496	3	12.05
4842	140	3	8.76
3075	1692	4	37.97
1283	321	5	17.67
182	293	19	15.98
2398	390	3	13.6
1029	1436	3	17.44
368	1357	8	40.11
653	1057	10	65.36
115	10862	3	10.46
307	1073	4	9.89
150	330	26	24.05
515	1352	4	17.44
3471	1708	3	27.17
123	3812	6	11.68
5892	323	4	30.48
329	676	4	7.13
124	439	37	14.1
203	1662	4	8.77
114	233	132	15.64
140	6830	5	29.85
118	2801	10	13.7
433	1392	11	72.67
390	303	7	9.22
323	227	12	11.85
103	1019	45	22.95
124	387	40	12.73
224	1846	6	22.18
1296	9	6	9.6
698	2320	4	30.44
825	505	3	8.71
861	832	4	18.12
17	758	5	7.18
3181	104	14	27.73
1268	121	15	8.88
111	9482	3	8.2
168	1591	5	8.5
138	5770	3	8.29
219	881	9	22.3
4330	135	6	20.5
198	149	45	16.26
6305	1584	4	47.16
1701	138	6	7.49
283	1953	3	9.33
265	104	235	130.55
234	1577	4	10.49
1546	568	5	27.91
3822	193	3	11.82
6167	138	4	15.79
965	514	24	181.16
2369	201	3	7.07
7060	105	5	7.81
106	1110	27	7.21
249	2502	3	10.15
4589	112	6	8.35
1688	1792	3	22.38
120	7980	3	6.8
763	158	9	10.8
382	1182	3	8.42
5952	2069	5	67.41
3716	2193	3	29.9
2297	259	3	9.98
947	321	4	9.96
104	238	188	17.04
330	392	6	8.07
171	222	34	26.73
1221	1714	3	20.32
118	9119	4	13.56
523	337	5	8.57
391	1017	4	12.08
215	1062	6	12.86
1720	2620	6	60.58
171	287	26	27.49
1352	341	5	18.73
104	305	121	12.06
354	343	7	10.75
409	361	6	10.47
146	9088	3	14.55
106	7451	5	10.15
8676	110	4	10.76
195	1097	10	29.18
285	288	14	24.66
112	2584	12	15.11
10004	4363	3	48.69
1251	366	3	8.66
394	412	5	7.42
197	2140	16	94.94
8751	182	3	18.11
128	267	46	12.15
121	5880	4	7.63
186	371	18	23.52
280	1488	3	7.6
6688	9399	3	54.18
446	696	3	6.88
643	237	7	12.39
123	1442	11	8.9
2152	612	5	33.04
1493	292	3	8.49
1441	878	3	15.56
2127	143	5	7.86
128	196	64	8.6
180	207	59	94.48
3016	102	13	6.69
133	1937	9	16.55
637	594	3	7.37
134	792	12	8.38
205	184	30	19.83
261	7700	3	21.78
516	109	51	11.67
1201	166	5	6.7
3789	182	7	38.44
1453	145	6	8.03
483	1583	5	26.12
227	1554	5	14.89
1341	113	18	7.71
424	188	10	7.19
866	163	7	7.09
128	141	141	7.47
369	170	15	11.97
1447	564	3	12.67
285	127	43	18.09
231	113	128	12.66
806	118	23	6.94
4836	107	8	18.01
357	975	6	20.56
339	782	4	9.6
3190	113	8	7.85
5898	125	5	18.08
109	269	135	22.14
6354	256	4	27.41
122	1745	10	6.66
12	1355	29	7.41
177	2544	4	11.37
949	1061	3	14.13
737	240	5	7.25
10546	113	3	8.37
441	326	6	9.42
4579	336	3	17.71
1110	226	4	7.2
101	351	142	13.76
779	658	3	9.53
206	1685	5	17.82
1629	608	14	114.6
543	633	3	6.68
9	5270	4	17.66
9588	123	3	12.79
162	1386	6	9.84
1254	311	3	7.23
145	301	30	25.76
106	6061	6	12.18
278	329	9	10.26
471	826	3	8.28
3427	159	3	7.59
2646	517	4	24.3
457	4456	3	21.21
682	152	22	50.98
5175	179	3	11.49
1702	8597	3	36.7
6748	502	3	25.89
171	5162	3	11.5
4399	118	5	7.58
196	114	159	8.39
174	1807	4	7.19
298	181	16	8.56
1930	127	10	19.89
828	1508	4	23.28
243	163	40	44.94
4284	177	3	10.43
58	959	6	10.54
501	132	18	7.92
1382	866	6	39.71
1330	2747	5	46.24
